DATE;CHANNEL;PROGRAM;LEVEL1;LEVEL2;SECTOR;CATEGORY;ADVERTISER;PRODUCT;COPY;ADS_TYPE;SEGMENT;POSITIONS;START_TIME;END_TIME;DURATION;COST;REMARK;TITLE
2/20/2018;ANTV;JODOH;Series;Series:Drama;MEDICINES/PHARMACEUTICALS;RUBS & BALMS;EGLIN PHARMA;GELIGA - BALM;WNT/BERSIH2/2LYR/OLES (15);LOOSE SPOT;4;11;22:06:56;22:07:11;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/TINJU (15);LOOSE SPOT;4;12;22:07:11;22:07:26;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;CONFECTIONARY - CHOCOLATE;MONDELEZ INDONESIA;CADBURY DAIRY MILK OREO - CHOCOLATE;ALIEN/TEROPONG/AYUNAN (15);LOOSE SPOT;4;13;22:07:25;22:07:40;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;JOHNSON & JOHNSON;JOHNSON'S SHINY DROPS - SHAMPOO;3MCM/ANAK2/ANMS/MANDI/RMBT(15);LOOSE SPOT;4;14;22:07:40;22:07:55;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;INSTANT FOOD, INSTANT NOODLES;INDOFOOD INDONESIA;SUPERMI EXTRA - INSTANT NOODLE;RS AYAM P/KEL/SPD/MKN/BR (15);LOOSE SPOT;4;15;22:07:56;22:08:11;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/JALAN (15);LOOSE SPOT;4;16;22:08:11;22:08:26;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMMUNICATION EQUIPMENT, SERVICES;XL AXIATA TBK;XL AXIATA TBK,AXIS;PRIA&ORG2/BISNIS/JARINGAN (30);LOOSE SPOT;4;17;22:08:26;22:08:56;0:00:30;90000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;HM SAMPOERNA;DJI SAM SOE 234 MAGNUM - ALL FILTER CLOV;PRIA/GDG/TANTANGAN/MANTAPKA(30;LOOSE SPOT;4;18;22:08:55;22:09:25;0:00:30;90000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (15);LOOSE SPOT;4;19;22:09:25;22:09:40;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;INSTANT FOOD, INSTANT NOODLES;INDOFOOD INDONESIA;SUPERMI EXTRA - INSTANT NOODLE;RS AYAM P/KEL/SPD/MKN/BR (15);LOOSE SPOT;4;20;22:09:40;22:09:55;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMMUNICATION EQUIPMENT, SERVICES;XL AXIATA TBK;AXIS - INTERNET BROADBAND;BRONET 4G OWSEM/ORG2/CAFE (30);LOOSE SPOT;4;21;22:09:55;22:10:25;0:00:30;90000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/JALAN (15);LOOSE SPOT;4;22;22:10:25;22:10:40;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;SUZUKI;SUZUKI SX4 S.CROSS - CAR;NEW/MBL HITAM/TEBING (15);LOOSE SPOT;4;23;22:10:40;22:10:55;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;COMMUNICATION EQUIPMENT, SERVICES;XL AXIATA TBK;AXIS - INTERNET BROADBAND;BRONET 4G OWSEM/ORG2/CAFE (15);LOOSE SPOT;4;24;22:10:55;22:11:10;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;MEDICINES/PHARMACEUTICALS;COUGH MEDICINES;AVENTIS PHARMA/BOEHRINGER INGELHEIM PHARMA(05/2017);BISOLVON EXTRA - COUGH SYRUP;KEL/BATUK/ANMS/SOFA (15);LOOSE SPOT;4;25;22:11:10;22:11:25;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;OFFICE EQP'T, COMPUTER, COMMUNICATIONS;ONLINE SERVICES;GARENA;SHOPEE.CO.ID - ONLINE SHOP;PRILLY&ORG2/HUJAN/NYANYI(30/P);LOOSE SPOT;4;26;22:11:25;22:11:55;0:00:30;90000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;INSTANT FOOD, INSTANT NOODLES;INDOFOOD INDONESIA;SUPERMI EXTRA - INSTANT NOODLE;RS AYAM P/KEL/SPD/MKN/BR (15);LOOSE SPOT;4;27;22:11:55;22:12:10;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;MEDICINES/PHARMACEUTICALS;RUBS & BALMS;EGLIN PHARMA;GELIGA - BALM;WNT/BERSIH2/2LYR/OLES (15);LOOSE SPOT;4;28;22:12:10;22:12:25;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;BAKERY GOODS, BAKING MIXES, FLOUR;SUNGAI BUDI GROUP;ROSE - GLUTINOUS RICE FLOUR;4MCM/NILA SARI/KUE KERNJNG(15T;LOOSE SPOT;4;29;22:12:25;22:12:40;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/TATAP (15);LOOSE SPOT;4;30;22:12:40;22:12:55;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;SNACKS, BISCUITS, COOKIES, CAKES;KRAFT;KRAFT MINI OREO - BISCUIT;2RS/ANMS/KGTN2/MKN/2000 (15);LOOSE SPOT;4;31;22:12:55;22:13:10;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER SAKURA WHITE - FACE CARE;PINKISH G/2MCM/PEVITA&WNT (15);LOOSE SPOT;4;32;22:13:10;22:13:25;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;MEDICINES/PHARMACEUTICALS;COUGH MEDICINES;TEMPO SCAN PASIFIC;BODREXIN FLU&BATUK PE - ANALGESIC FOR CH;2MCM/ANAK LK&KEL/BATUK/ANMS(15;LOOSE SPOT;4;33;22:13:25;22:13:40;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;Asia Tembakau;U MILD - FILTER CLOVE CIGARETTES;ORG2/KONSER/RESPEK (15);LOOSE SPOT;5;1;22:27:22;22:27:37;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;Asia Tembakau;U MILD - FILTER CLOVE CIGARETTES;ORG2/KONSER/RESPEK (15);LOOSE SPOT;6;1;22:29:47;22:30:02;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;TOILET SOAP, LIQUID SOAP;RECKITT BENCKISER;DETTOL DEEP CLEANSE - LIQUID BATH SOAP;2MCM/2WNT/DEBU&POLUSI/BR (15);LOOSE SPOT;6;2;22:30:01;22:30:16;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;GUDANG GARAM;GUDANG GARAM SURYA PROFESIONAL;PRIA/LATIHAN/SALJU/TARUNG (15);LOOSE SPOT;6;3;22:30:17;22:30:32;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER SAKURA WHITE - FACIAL FOAM;2WNT/USAP WAJAH/TAMAN/17100(15;LOOSE SPOT;6;4;22:30:32;22:30:47;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;FOOD;INSTANT FOOD, INSTANT NOODLES;INDOFOOD INDONESIA;SUPERMI EXTRA - INSTANT NOODLE;RS AYAM P/KEL/SPD/MKN/BR (15);LOOSE SPOT;6;5;22:30:46;22:31:01;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;SMOKING & ACCESSORIES;CLOVE CIGARETTES;GUDANG GARAM;GUDANG GARAM SURYA PROFESIONAL;PRIA/LATIHAN/SALJU/TARUNG (15);LOOSE SPOT;6;6;22:31:02;22:31:17;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;PROCTER & GAMBLE;HEAD & SHOULDERS ANTI DANDRUFF - SHAMPOO;LEMON/3MCM/WNT&ORG2/MACET (15);LOOSE SPOT;6;7;22:31:17;22:31:32;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (15);LOOSE SPOT;6;8;22:31:31;22:31:46;0:00:15;54000;;
2/20/2018;ANTV;JODOH;Series;Series:Drama;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER MEN TURBOLIGHT OIL CONTROL MATCH;JOE&2PRIA/MOBIL/DEBU/USAP (15);LOOSE SPOT;6;9;22:31:46;22:32:01;0:00:15;54000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/TINJU (30);LOOSE SPOT;1;1;22:56:56;22:57:26;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;SWEETENED CONDENCED MILK;AIMI;INDOMILK - SWEETENED COND. MILK;4MCM/WNT&ANAK2/MNM/SKATE (15);LOOSE SPOT;1;2;22:57:25;22:57:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SMOKING & ACCESSORIES;CLOVE CIGARETTES;DJARUM;L.A. BOLD - FILTER CLOVE CIGARETTE;PRIA&ORG2/LIVE BOLD/TINJU (30);LOOSE SPOT;1;3;22:57:40;22:58:10;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP SERIES P001;PARDES (15)  ANTEVE - PP SERIES P001;LOOSE SPOT;1;4;22:58:10;22:58:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;JOHNSON & JOHNSON;CLEAN&CLEAR ESSENTIAL FOAMING - FACIAL F;HANGGINI/CERITA/JALAN/8JAM(15);LOOSE SPOT;1;5;22:58:25;22:58:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;WULING MOTORS;WULING CORTEZ - CAR;PRIA/PILIHAN/MBL/LEDAKAN (30);LOOSE SPOT;1;6;22:58:40;22:59:10;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SERVICES - TRANS'T, TRAVEL, RECREATION;CINEMA PROMO;CINEMA PROMO;CINEMA PROMO B001;BENYAMIN BIANG KEROK (30)  CINEMA PROMO B001;LOOSE SPOT;1;7;22:59:10;22:59:40;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;MEAD JOHNSON;ENFAGROW A+ - GROWING UP MILK;2MCM/WNT&ANAK LK/GMBR/MNM (15);LOOSE SPOT;1;8;22:59:40;22:59:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID PERFUME COLLECTION - LIQU;2KMS/WNT&KEL/CERMIN/BUNGA (15);LOOSE SPOT;1;9;22:59:55;23:00:10;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;SWEETENED CONDENCED MILK;AIMI;INDOMILK - SWEETENED COND. MILK;4MCM/WNT&ANAK2/MNM/SKATE (15);LOOSE SPOT;1;10;23:00:10;23:00:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;MOTORCYCLES, SCOOTERS, BIKES;YAMAHA;YAMAHA MIO S - MOTORCYCLE;ISYANA&MTR HIJAU/FITUR2 (15);LOOSE SPOT;1;11;23:00:25;23:00:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;1;12;23:00:40;23:00:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;WULING MOTORS;WULING CORTEZ - CAR;PRIA/PILIHAN/MBL/LEDAKAN (30);LOOSE SPOT;1;13;23:00:54;23:01:24;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;1;14;23:01:24;23:01:39;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;WULING MOTORS;WULING CORTEZ - CAR;PRIA/PILIHAN/MBL/LEDAKAN (30);LOOSE SPOT;1;15;23:01:40;23:02:10;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;MEAD JOHNSON;ENFAGROW A+ - GROWING UP MILK;2MCM/WNT&ANAK LK/GMBR/MNM (15);LOOSE SPOT;1;16;23:02:09;23:02:24;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;WULING MOTORS;WULING CORTEZ - CAR;PRIA/PILIHAN/MBL/LEDAKAN (30);LOOSE SPOT;1;17;23:02:25;23:02:55;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;SWEETENED CONDENCED MILK;AIMI;INDOMILK - SWEETENED COND. MILK;4MCM/WNT&ANAK2/MNM/SKATE (15);LOOSE SPOT;1;18;23:02:54;23:03:09;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SMOKING & ACCESSORIES;CLOVE CIGARETTES;HM SAMPOERNA;DJI SAM SOE 234 SUPER PREMIUM-CLOVE CIG;PENA/TINTA EMAS/GULUNGAN (15);LOOSE SPOT;1;19;23:03:10;23:03:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;FRUIT & VEGETABLE JUICE, SYRUP;WING'S;JASJUS - FRUIT ESSENCE DRINK;JERUK N/2RMJ/MINUM/LOMPAT (15);LOOSE SPOT;1;20;23:03:25;23:03:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;TOILETRIES & COSMETICS;DEODORANT, BODY ODOUR;BEIERSDORF;NIVEA MEN INVISIBLE FOR BLACK&WHITE - SP;2MCM/ORG2/ANGKAT TGN/R M (15);LOOSE SPOT;1;21;23:03:39;23:03:54;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;FRUIT & VEGETABLE JUICE, SYRUP;WING'S;JASJUS - FRUIT ESSENCE DRINK;JERUK N/2RMJ/MINUM/LOMPAT (15);LOOSE SPOT;1;22;23:03:55;23:04:10;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;AUTOMOTIVE & ACCESSORIES;PRIVATE VEHICLES;WULING MOTORS;WULING CORTEZ - CAR;PRIA/PILIHAN/MBL/LEDAKAN (30);LOOSE SPOT;1;23;23:04:09;23:04:39;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SERVICES - TRANS'T, TRAVEL, RECREATION;CINEMA PROMO;CINEMA PROMO;CINEMA PROMO B001;BENYAMIN BIANG KEROK (30)  CINEMA PROMO B001;LOOSE SPOT;1;24;23:04:39;23:05:09;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;TEMPO SCAN PASIFIC;VIDORAN XMART - ALL GROWING UP MILK;3MCM/KEL/RMH/CAT (30);LOOSE SPOT;1;25;23:05:10;23:05:40;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;TOILETRIES & COSMETICS;HAIR CARE PRODUCTS;PROCTER & GAMBLE;PANTENE ANTI-LEPEK - SHAMPOO;PRO-V/2MCM/ANGGUN/KMTR/BR (30);LOOSE SPOT;1;26;23:05:40;23:06:10;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;SERVICES - FINANCIAL;BANKING - SAVING;BANK TABUNGAN NEGARA;BANK TABUNGAN NEG TAB E'BATARAPOS - SAVI;CITA C&ORG2/MKN/NYANYI (30/P);LOOSE SPOT;2;1;23:48:39;23:49:09;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;2;23:49:10;23:49:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD EQUIPMENT & APPLIANCES;AC, FAN, REFRIG, W-MACHINE, GAS STOVE;HARTONO ISTANA ELECTRIC;POLYTRON - WASHING MACHINE;ZEROMATIC B/DESTA&WNT/CUCI(15);LOOSE SPOT;2;3;23:49:25;23:49:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;2;4;23:49:40;23:49:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;NON-COMMERCIAL ADVERTISEMENT;TV PROGRAMME PROMOTION;CAKRAWALA ANDALAS TELEVISI;ANTEVE - PP ENTERTAINMENT T001;TERANGKANLAH (15)  ANTEVE - PP ENTERTAINMENT T001;LOOSE SPOT;2;5;23:49:54;23:50:09;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;SWEETENED CONDENCED MILK;AIMI;INDOMILK - SWEETENED COND. MILK;4MCM/WNT&ANAK2/MNM/SKATE (15);LOOSE SPOT;2;6;23:50:10;23:50:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN ROYALE PARFUM COLLECTION - FABRI;HOT S/3MCM/WNT/BUNGA/SCHT(15/P;LOOSE SPOT;2;7;23:50:25;23:50:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;8;23:50:40;23:50:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;FOOD;INSTANT FOOD, INSTANT NOODLES;WINGSFOOD;SEDAAP - INSTANT NOODLE;RS SOTO/PRIA&WNT/PERPUS (15);LOOSE SPOT;2;9;23:50:55;23:51:10;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BABY & MATERNITY PRODUCT;BABY TALC/POWDER;JOHNSON & JOHNSON;JOHNSON'S BLOSSOMS - BABY POWDER;WNT&ANAK/USAP/MAIN (15);LOOSE SPOT;2;10;23:51:09;23:51:24;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;LIQUID MILK, EVAPORATED;FRIESCHE VLAG INDONESIA;BENDERA PURE FARM - LIQUID MILK;SWISS C/MINUM/ANMS/BR (15);LOOSE SPOT;2;11;23:51:25;23:51:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN ROYALE PARFUM COLLECTION - FABRI;HOT S/3MCM/WNT/BUNGA/SCHT(15/P;LOOSE SPOT;2;12;23:51:40;23:51:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;13;23:51:55;23:52:10;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN LIQUID - LIQUID DETERGENT;6KMS/INDY&ANAK2/MAIN/CUCI (15P;LOOSE SPOT;2;14;23:52:10;23:52:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;FRUIT & VEGETABLE JUICE, SYRUP;COCA-COLA;MINUTE MAID NUTRIFORCE - JUICE;2RS/2WNT/TUANG (15);LOOSE SPOT;2;15;23:52:25;23:52:40;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;OTHER CLEANSERS, POLISHERS, BLEACHERS;FILMA UTAMA SOAP;S.O.S - FLOOR CLEANER;SEREH/2KMS/KEL/4LYR/PEL (15/T);LOOSE SPOT;2;16;23:52:40;23:52:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;MEDICINES/PHARMACEUTICALS;ANALGESICS, HEADACHE REMEDIES;TEMPO SCAN PASIFIC;BODREX - ANALGESIC;DION&ORG2/GUNUNG/LARI/TBNG(15);LOOSE SPOT;2;17;23:52:55;23:53:10;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;HOUSEHOLD PRODUCTS/SUPPLIES;LAUNDRY CLEANSER & CARE, FABRIC SOFT';WING'S;SO KLIN ROYALE PARFUM COLLECTION - FABRI;HOT S/3MCM/WNT/MBL/ANGGAR (15);LOOSE SPOT;2;18;23:53:10;23:53:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;MINERAL WATER;BUANA TIRTA ABADI;VIT - MINERAL WATER;2PRIA/KETAWA K/KANTOR (30);LOOSE SPOT;2;19;23:53:25;23:53:55;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;MEDICINES/PHARMACEUTICALS;ANALGESICS, HEADACHE REMEDIES;TEMPO SCAN PASIFIC;BODREX - ANALGESIC;DION&ORG2/GUNUNG/LARI/TBNG(15);LOOSE SPOT;2;20;23:53:54;23:54:09;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;21;23:54:10;23:54:25;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BABY & MATERNITY PRODUCT;RANGE OF BABY PRODUCTS;JOHNSON & JOHNSON;JOHNSON'S BABY - ALL BABY PRODUCT;2MCM/WNT&BAYI/MANDI/MAIN (30);LOOSE SPOT;2;22;23:54:24;23:54:54;0:00:30;80000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;23;23:54:54;23:55:09;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;BEIERSDORF;NIVEA MEN OIL ATTACK+BRIGHT - FACIAL FOA;3MCM/PRIA2/BOLA/REAL M (15);LOOSE SPOT;2;24;23:55:09;23:55:24;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;MEDICINES/PHARMACEUTICALS;ANALGESICS, HEADACHE REMEDIES;TEMPO SCAN PASIFIC;BODREX - ANALGESIC;DION&ORG2/GUNUNG/LARI/TBNG(15);LOOSE SPOT;2;25;23:55:24;23:55:39;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;BEVERAGES;GROWING UP MILK, FOLLOW ON MILK;FRIESCHE VLAG INDONESIA;BENDERA JELAJAH - GROWING UP MILK;2MCM/KEL/DAPUR/MINUM (15);LOOSE SPOT;2;26;23:55:40;23:55:55;0:00:15;48000;;
2/20/2018;ANTV;KARMA;Entertainment;Entertainment:Reality Show;TOILETRIES & COSMETICS;FACIAL CARE PRODUCTS;GARNIER;GARNIER LIGHT COMPLETE WHITE SPEED - WHI;CHELSEA&ORG2/SERUM/MUI (15/P);LOOSE SPOT;2;27;23:55:55;23:56:10;0:00:15;48000;;
